STRUCTURE,STRUCTURE_ID,ACTION,FREQ_ID,FREQ_NAME,REF_AREA_ID,REF_AREA_NAME,INDICATOR_ID,INDICATOR_NAME,TIME_PERIOD,OBS_VALUE,AGG_METHOD_ID,OBS_STATUS_ID,OBS_STATUS_NAME,OBS_CONF_ID
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,TON,Tonga,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1988,6.848,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,TTO,Trinidad and Tobago,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1988,6.595,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,TUN,Tunisia,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1988,5.713,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,TUR,Turkiye,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1988,7.244,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,TKM,Turkmenistan,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1988,8.66,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,TCA,Turks and Caicos Islands,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1988,5.675,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,TUV,Tuvalu,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1988,10.503,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,UGA,Uganda,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1988,18.113,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,UKR,Ukraine,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1988,11.6,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARE,United Arab Emirates,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1988,2.801,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GBR,United Kingdom,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1988,11.4,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,USA,United States,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1988,8.9,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,URY,Uruguay,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1988,9.395,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,UZB,Uzbekistan,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1988,6.9,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,VUT,Vanuatu,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1988,6.893,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,VEN,"Venezuela, RB",WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1988,4.777,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,VNM,Viet Nam,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1988,7.142,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,VIR,Virgin Islands (U.S.),WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1988,4.875,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,YEM,"Yemen, Rep.",WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1988,11.981,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ZMB,Zambia,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1988,15.836,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ZWE,Zimbabwe,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1988,8.17,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AFE,Africa Eastern and Southern,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,15.6143985,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AFW,Africa Western and Central,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,17.20502276,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARB,Arab World,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,8.749180019,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CSS,Caribbean small states,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,7.710648822,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CEB,Central Electricity Board (CEB),WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,11.0488327,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,EAR,Early-demographic dividend,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,9.918860412,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,EAS,East Asia & Pacific,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,6.805858343,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,EAP,East Asia & Pacific (excluding high income),WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,6.894460389,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,TEA,East Asia & Pacific (IDA & IBRD),WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,6.912343568,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,EMU,Euro area,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,9.936786055,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ECS,Europe & Central Asia,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,10.0093737,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ECA,Europe & Central Asia (excluding high income),WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,8.661181426,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,TEC,Europe & Central Asia (IDA & IBRD),WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,9.69757618,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,EUU,European Union,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,10.2303527,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,FCS,Fragile and conflict affected situations,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,15.20793285,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HPC,Heavily indebted poor countries (HIPC),WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,16.68304461,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HIC,High income,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,9.050403044,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,IBD,IBRD only,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,8.281072845,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,IBT,IDA & IBRD total,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,9.462073397,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,IDB,IDA blend,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,13.0192371,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,IDX,IDA only,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,14.72658455,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,IDA,IDA total,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,14.16647431,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LTE,Late-demographic dividend,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,7.081790928,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LCN,Latin America & Caribbean,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,6.913538601,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LAC,Latin America & Caribbean (excluding high income),WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,7.047349296,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,TLA,Latin America & Caribbean (IDA & IBRD),WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,6.915827782,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LDC,Least developed countries: UN classification,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,15.8078902,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LMY,Low & middle income,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,9.407403674,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LIC,Low income,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,16.80597155,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LMC,Lower middle income,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,11.14781803,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MEA,Middle East and North Africa,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,7.391859751,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MNA,Middle East & North Africa (excluding high income),WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,7.628483255,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,TMN,Middle East & North Africa (IDA & IBRD),WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,7.628483255,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MIC,Middle income,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,8.841482823,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,NAC,North America,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,8.650528621,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,OED,OECD members,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,8.513717164,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,OSS,Other small states,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,9.668804746,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,PSS,Pacific island small states,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,6.557202134,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,PST,Post-demographic dividend,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,9.058760229,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,PRE,Pre-demographic dividend,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,17.01571236,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SST,Small states,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,8.914615278,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SAS,South Asia,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,11.16054573,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,TSA,South Asia (IDA & IBRD),WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,11.16054573,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SSF,Sub-Saharan Africa,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,16.25460661,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SSA,Sub-Saharan Africa (excluding high income),WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,16.25571924,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,TSS,Sub-Saharan Africa (IDA & IBRD),WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,16.25460661,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,UMC,Upper middle income,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,6.976122887,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,WLD,World,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,9.309892032,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AFG,Afghanistan,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,19.047,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,5.554,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DZA,Algeria,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,5.884,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,22.161,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ATG,Antigua and Barbuda,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,7.608,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARG,Argentina,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,7.841,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARM,Armenia,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,7.556,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ABW,Aruba,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,7.129,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AUS,Australia,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,7.3,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AUT,Austria,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,10.9,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AZE,Azerbaijan,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,6.4,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BHS,"Bahamas, The",WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,6.027,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BHR,Bahrain,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,3.24,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BGD,Bangladesh,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,12.372,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRB,Barbados,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,9.467,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BLR,Belarus,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,10.2,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BEL,Belgium,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,10.8,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BLZ,Belize,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,5.59,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BEN,Benin,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,15.2,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BMU,Bermuda,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,7.7,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BTN,Bhutan,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,11.97,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BOL,Bolivia,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,12.319,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BIH,Bosnia and Herzegovina,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,7.596,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BWA,Botswana,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,7.652,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRA,Brazil,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,7.165,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,VGB,British Virgin Islands,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,4.854,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRN,Brunei Darussalam,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,3.926,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BGR,Bulgaria,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,12,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BFA,Burkina Faso,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,17.346,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BDI,Burundi,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,18.639,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CPV,Cabo Verde,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,8.642,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,KHM,Cambodia,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,12.727,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CMR,Cameroon,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,13.11,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CAN,Canada,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,7.3,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CYM,Cayman Islands,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,4.5,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CAF,Central African Republic,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,16.071,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,TCD,Chad,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,20.086,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CHI,Channel Islands,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,9.847157181,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CHL,Chile,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,5.538,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CHN,China,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,6.54,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COL,Colombia,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,5.826,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COM,Comoros,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,13.265,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COD,"Congo, Dem. Rep.",WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,17.142,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COG,"Congo, Rep.",WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,10.895,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CRI,Costa Rica,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,3.826,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CIV,Cote d'Ivoire,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,13.698,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HRV,Croatia,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,11,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CUB,Cuba,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,6.732,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CUW,Curacao,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,6.865,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CYP,Cyprus,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,8.714,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CZE,Czechia,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,12.3,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DNK,Denmark,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,11.6,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DJI,Djibouti,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,11.855,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DMA,Dominica,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,9.781,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DOM,Dominican Republic,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,6.258,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ECU,Ecuador,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,5.851,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,EGY,"Egypt, Arab Rep.",WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,8.536,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SLV,El Salvador,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,9.062,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GNQ,Equatorial Guinea,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,16.458,_Z,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ERI,Eritrea,WB_WDI_SP_DYN_CDRT_IN,"Death rate, crude (per 1,000 people)",1989,16.507,_Z,A,Normal value,PU
